date,review,rating,isEdited,title,userName,developerResponse
2024-04-25 13:40:47,Aplikasi sialan anjing banget saya aja di BRIMO Aman aman saja begitu pakai aplikasi ini eh mala di root tidak tau kenapa uang Transferan saya tidak bisa di dapat karna sudah tidak bisa di buka DANA nya,1,False,Aplikasi Sialan,abg sangean,"{'id': 43543511, 'body': 'Hi Kak, kami paham keluhan kamu. Terkait ponsel di root, kami sarankan kamu dpt mendownload aplikasi resmi DANA melalui PlayStore maupun AppStore dari PT Espay Debit Indonesia Koe ya Kak. Silakan dapat mencoba kembali karena aplikasi DANA tidak dapat digunakan pada ponsel yang di root. Thanks -NS', 'modified': '2024-04-27T00:58:27Z'}"
2024-04-25 12:46:43,Saya sangat kecewa karna tidak bisa melakukan transaksi melalui dana karna tidak bisa mengirim kendala masalanya yaitu akun saya beberapa kali gagal mengupgrade ke akun dana premium,1,False,Tidak bisa upgrade ke akun premium,Uk1405,"{'id': 43540761, 'body': 'Hi Kak, maaf sudah buat kamu gak nyaman. Gagal upgrade premium bisa terjadi karena ada hal yg tidak sesuai seperti Foto KTP yg blur/tdk jelas maupun kendala lainnya. Jika mengalami kendala, kamu bisa hub Asisten Digital DIANA di apk DANA melalui notifikasi ""Alasan Gagal/Reason Failed"" pada menu ""Me/Saya"" yah. Thx -FA-', 'modified': '2024-04-26T18:25:29Z'}"
2024-04-25 07:48:21,Sangat baik,5,False,"Sangat mempermudah bertransaksi,lebih simpel",Shofa Rahmania,"{'id': 43540850, 'body': ""Hi Teman DANA, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Info lanjut, hubungi Customer Care kami melalui halaman 'Me/Saya' (DIANA) di apps DANA kamu. Thanks -FA-"", 'modified': '2024-04-26T18:31:36Z'}"
2024-04-25 10:21:22,"Gk tau masalah nya apa tiba tiba saldo udah di potong ,dah lahh gk tau lgi mintak pengembalian dana juga gk bisa",2,False,Kampret,Apen blabla,"{'id': 43543519, 'body': 'Hi Kak, Kami memahami kendala yg kmu alami. Sblmnya udh bikin laporan di DANA Kak? Kalau blm yuk hub DIANA di menu Aktivitas/Activity, pilih transaksi yg mau dilaporkan, klik menu CHAT. Jika sdh, mohon untuk menunggu update info di no pelaporanmu ya. Thanks -SM-', 'modified': '2024-04-27T01:00:34Z'}"
2024-04-25 07:45:30,Aku dana tiba”ngga bisa di buka padahal pin sudah benar,2,False,Masalah di akun,ridho romado,"{'id': 43543406, 'body': 'Hi Kak, maaf ya udah bikin kamu gk nyaman. Terkait keluhan saat mengakses DANA, yuk lakukan langkah berikut:\n1. Clear Cache APP DANA\n2. Update aplikasi DANA\n3. Silakan ganti ke jaringan lain (Wifi atau seluler)\n4. Restart device\n5. Coba layanan secara berkala\nThanks -SM-', 'modified': '2024-04-27T00:07:03Z'}"
2024-04-25 04:35:41,Sangat bermanfaat,5,False,Aplikasi terbaik,Arsenaleqqq,"{'id': 43528050, 'body': 'Hi Kak, terimakasih buat ulasan dan apresiasinya ya kak. Support kami terus ya Kak supaya dapat memberikan pelayanan yang lebih baik kedepanya. Pastikan tidak ketinggalan update promo dari DANA di link https://www.dana.id/promo. Thanks -NS-', 'modified': '2024-04-26T07:53:54Z'}"
2024-04-25 07:38:20,"Tolong untuk pembayaran langganan aplikasi itu harus di konfirmasi untuk ke 2 kalinya, jangan otomatis, bikin costumer rugi aja bisanya",1,False,Merugikan costumer!!,Adhika belin,"{'id': 43543241, 'body': 'Hi Kak, kami mengerti apa yang kamu alami. Fyi, untuk keluhan yang kamu alami mohon pastikan kembali kakak tdk ada langganan pada App Store yg terhubung dgn metode pembayaran DANA sebelumnya yah Kak. Jika mengalami pemotongan langganan, kakak bisa menghubungi pihak merchant utk penanganan lebih lanjut ya. Thx -FA-', 'modified': '2024-04-26T23:36:07Z'}"
2024-04-25 04:12:17,salah satu ewallet yang jadi favorit karena kapan aja dibutuhkan bisa langsung di pakai dan ga pernah bermasalah,5,False,ewallet dana,liyanech,"{'id': 43528125, 'body': 'Hi Kak Liyan, terimakasih ya kak untuk ulasan dan kesetiaan kamu menggunakan DANA sebagai dompet digital favorite kamu. Terus dukung dan gunakan DANA ya Kak, agar kedepannya DANA makin baik lagi. Jangan lupa juga untuk selalu menikmati promo menarik DANA di\xa0 https://www.dana.id/promo. Thanks -NS-', 'modified': '2024-04-26T07:56:26Z'}"
2024-04-24 12:45:18,Aplikasi yang bagus untuk transaksi keuangan.,5,False,Review,Chairvoyant,"{'id': 43519052, 'body': 'Hi Kak Chairvoyant, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Yuk selalau suport DANA dan gunakan DANA untuk segala jenis transaksimu ya kak. Thanks-JN-', 'modified': '2024-04-25T20:31:50Z'}"
2024-04-25 03:14:04,"Kepada devlover, alangkah baiknya menambahkan rekening seperti bank syariah indonesia
Dilihat dari banyaknya pengguna bank tersebut dan tidak ada potongan perbulan",4,False,Masukan,Farizal bakri,"{'id': 43528350, 'body': 'Hi Kak, kami paham apa yg kamu rasakan, terkait pengiriman uang melalui Bank Syariah Indonesia ada ya kak, apabila ada kendala saat menambahkan Bank, silakan melakukan Clear Cache / Clear Data aplikasi DANA, update aplikasi DANA ke versi terbaru, restart device, pastikan jaringan internet kamu lancar & coba secara berkala ya. Thanks -NA-', 'modified': '2024-04-26T08:06:36Z'}"
2024-04-25 01:06:49,"Apk gabisa di percaya. Dana refund belum balik, udah 2 minggu lapor ga ada hasilnya. Mending cari apk lain aja yang bisa dipercaya! HAHA 😡😡",1,False,apk gabisa dipercaya.,Xamp_,"{'id': 43527873, 'body': 'Hi Kak, mhn maaf ya atas kendalanya. Terkait keluhan yg kamu alami, apabila sdh buat laporan, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -DN-', 'modified': '2024-04-26T07:48:28Z'}"
2024-04-24 18:49:28,"- App bagus
- Salah satu kelebihan Dana adalah bisa langsung tramsaksi pakai QRIS langsung dari widget di home screen
- Selama ini bentuk widget-nya bagus
- Eh di update terbaru, menjadi SANGAT JELEK!
Masa widgetnya ada backgroundnyq, aneh!",1,False,"App Bagus, update-an terbaru widget-nya sangat jelek",ThomsonKlay,"{'id': 43527857, 'body': 'Hi Kak, maaf buat kamu kecewa. Kami infoin ke kamu bahwa update aplikasi DANA bertujuan untuk mengurangi bug pada aplikasi, memberikan akses ke fitur terbaru, sekaligus meningkatkan keamanan dan melindungi informasi pribadi customer ya Kak. Thanks. -DN-', 'modified': '2024-04-26T07:47:51Z'}"
2024-04-24 17:36:39,"pernah topup dari shopeepay ke dana, pdhl dishopee sudah berhasil , tapi saldo dana ga nambah",1,False,dana,rendradinananazahra23,"{'id': 43527896, 'body': 'Hi Kak, maaf ya buat kamu ga tenang. Terkait keluhan top up saldo DANA, yuk hubungi kami melalui DIANA, caranya:\n1. Buka apps DANA\n2. Klik menu Me/Saya\n3. Klik ""Diana siap membantu”\xa0\nThanks -DN-', 'modified': '2024-04-26T07:49:05Z'}"
2024-04-24 15:21:26,"Dear kawan2, untuk kawan2 yg belum menggunakan aplikasi dana, stop menggunakan aplikasi ini, selain uang anda tidak aman dari penipuan, kita complain bukan ke manusia melainkan robot, saya di tipu oleh org lewat aplikasi dana, saya complain ke dana di layani robot, kita di suruh ke kantor polisi sedangkan pihak dana lepas tangan.",1,False,Keluhan nasabah tidak di tanggapi dengan serius,robb12mr,"{'id': 43519605, 'body': 'Terkait keluhanmu, yuk infoin nomor laporan kamu di DM sosmed resmi kami biar bisa kami bantu cek\nInstagram: @dana.id (http://dana.id/) (http://dana.id/) (http://dana.id/) (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -NL- (2/2)', 'modified': '2024-04-25T21:16:35Z'}"
2024-04-24 14:37:39,"Udh kepotong 2 x. Tapi cuma masuk saldo 1 kali. Suruh hubungi diana help, malah ga nyambung itu bot diana.",1,False,Aplikasi yang sering ganguan,Dwi yuliasari,"{'id': 43519025, 'body': 'Hi Kak, maaf ya buat kamu kecewa. Jika sebelumnya Kakak udh hubungi DIANA, mohon mencoba secara berkala sampai bisa terhubung dengan live customer service kami dan mendapatkan nomor laporan ya. Kalau udah, bisa infokan kami no laporanmu di media sosial resmi kami ya Kak. Thanks -TA-', 'modified': '2024-04-25T20:30:27Z'}"
2024-04-24 12:25:38,Sangat puas dengan dana,5,False,Sangat puas dengan dana,Asmiyanti,"{'id': 43519032, 'body': 'Hi Kak Asmiyanti, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Yuk selalau suport DANA dan gunakan DANA untuk segala jenis transaksimu ya kak. Thanks-JN-', 'modified': '2024-04-25T20:30:37Z'}"
2024-04-24 10:04:56,Sy pake untuk top up game😁😁,5,False,Al ini robloxx😁👍🏻,sahbias,"{'id': 43519045, 'body': ""Hi Kak, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Info lanjut, hubungi Customer Care kami melalui halaman 'Me/Saya' (DIANA) di apps DANA kamu ya. Thanks. -TA-"", 'modified': '2024-04-25T20:31:18Z'}"
2024-04-24 12:04:35,Sering gangguan gak lancar saat pembayaran loading lama,2,False,Sering gangguan,Kak Urief,"{'id': 43518972, 'body': ""Namun apabila sudah melakukan langkah-langkah tersebut dan masih mengalami kendala kakak dapat hubungi DIANA melalui menu 'Me/Saya' pada aplikasi DANA. Thanks-JN-(2)"", 'modified': '2024-04-25T20:27:52Z'}"
2024-04-24 12:02:59,"kecewa pakek dana 
kirim uang pakek dana ke bank,uang tidak masuk2 malah di suruh ngecek ke banknya 
pihak banknya pun menyuruh menghubungi CS dana karena pihak bank posisinya pasif dan sudah berkali2 menghubungi CS dana dan jawabanya sama semua di suruh ngecek kebanknya dan ngecek mutasi rekening
mutasi di cek berkali2 tetep uang belum masuk
HATI"" KALO INGIN UANG ANDA TIDAK HILANG GUYS",1,False,"HATI"" KALO INGIN UANG ANDA TIDAK HILANG GUYS",m zid,"{'id': 43518988, 'body': 'Hi Kak, maaf atas ketidaknyamanannya. Terkait kendala yg kamu alami, apabila sudah membuat laporan, yuk infoin no laporan kamu di sosial media resmi kami yaitu:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -TA-', 'modified': '2024-04-25T20:28:51Z'}"
2024-04-23 19:49:25,cara buka dana cicil di akun dana saya,2,False,tolong buka dana cicil di akun saya,Firmanuntina,"{'id': 43496345, 'body': 'Hi Kak, dengan senang hati kami informasikan terkait DANA Cicil hanya bisa dinikmati untuk pelanggan terpilih. Untuk bisa memunculkan DANA Cicil, Silakan Kakak untuk sering melakukan transaksi menggunakan DANA ya. Thanks -NA-', 'modified': '2024-04-24T22:48:26Z'}"
2024-04-24 09:00:21,"Kenapa gua kasih bintang 1 karna gw lagi keadaan urgent mau kirim uang ke saudara yg lagi sakit.. tp ribet harus upgrade dulu ke premium.. setelah gw coba tp gak berhasil juga n gagal...
Gak ngertiin kondisi urgent  👎🏾👎🏾👎🏾",1,False,Kecewa !!!,Apa kek terserah gw,"{'id': 43518922, 'body': 'Hi Kak, Kami mengerti keluhan yang kakak alami. Terkait pengajuan premium yuk hubungi layanan Asisten Digital kami, caranya:\n1. Buka aplikasi DANA\n2. Masuk ke menu Me/Saya (Lihat sebelah kanan pojok bawah)\n3. Klik notifikasi ""Alasan Gagal/Reason Failed""\n4. Klik menu ""CHAT""\nThanks -TA-', 'modified': '2024-04-25T20:24:22Z'}"
2024-04-24 07:50:33,"E-WALLET TERBURUK YG PERNAH ADA, JGN PERNAH DOWNLOAD. ADA AJA GANGGUAN, AKUN GA BISA DIPAKE PADAHAL GA DI APA2 IN, PELAYANAN LEMOT GA ADA TANGGAPAN YG BISA JD SOLUSI 👎🏻",1,False,DEFINISI APLIKASI JELEK,BIADAB MALING AKUN,"{'id': 43518951, 'body': 'Hi Kak, maaf atas ketidaknyamanannya. Terkait kendala yg kamu alami, apabila sudah membuat laporan, yuk infoin no laporan kamu di sosial media resmi kami yaitu:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -TA-', 'modified': '2024-04-25T20:26:27Z'}"
2024-04-24 07:11:28,tolong kembalikan duit saya yang sudah saya top up dari dana ke akun bank saya ini sudah 6 hari belum ada kejelasana dan apa harus bot yg mengurus? yg tidak ada akhir nya,1,False,kembalikan uang saya,oki1562,"{'id': 43510118, 'body': 'Hi Kak, mhn maaf ya atas kendalanya. Terkait keluhan transaksi belum diterima, apabila sdh buat laporan via DIANA, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\n\nThanks -AU-', 'modified': '2024-04-25T11:57:03Z'}"
2024-04-24 00:06:20,Setidaknya dana lebih cermat lagi dalam memperhatikan nomor ktp maupun foto ktp yg sudah lusuh. Beri kesempatan terus orang mencoba daftar dana premium. Costum service Diana itu tidak kasih solusi👍🏻,1,False,Gagal upgrade dana premium,Lord alul,"{'id': 43508776, 'body': 'Hi Kak, mhn maaf atas kendala yg dialami. Biasanya gagal upgrade premium trjd karena ada hal yg tdk sesuai seperti foto KTP yg blur/tdk jelas maupun kendala lainnya. Biar segera ditangani, yuk hubungi asisten digital kami, caranya:\n1. Buka aplikasi DANA\n2. Masuk ke menu Me/Saya\n3. Klik notifikasi alasan gagal\n4. Klik ""Diana Siap Membantu""\nThx -PF-', 'modified': '2024-04-25T11:03:36Z'}"
2024-04-23 23:14:24,"gatau ya susah bgt mau hub pihak dana.
dari wa yang tertera di ulasan tida terdaftar.
teruss.. saya tuu uda update apk danaa udaaa uninstal - instal lagi tapi tetep gabisa masuk ke akun sayaa , di hp lain bisa uda 3 hari kaya gini tolong dong kenapa??!! masa suru update trs pdhl uda gda yang bisa di update lagi tolol deh duit gua disitu banyak. nyesel bgt masi setia pake dana dari 2020 pdhl dari dulu dana bermasalah haha.",1,False,dana buruk!,zia lawraneeee,"{'id': 43510084, 'body': 'Kami ngerti banget sama permasalahan kamu. Terkait keluhan tidak bisa login aplikasi DANA, mohon untuk dapat menghubungi layanan Customer Care kami melalui email help@dana.id. Thanks -AU-', 'modified': '2024-04-25T11:55:26Z'}"
2024-04-22 06:25:22,"Selalu gagal saat bayar Steam, tapi akhirnya berhasil setelah upgrade DANA Premium.",4,False,Gagal bayar steam,PatrickBenz.09,"{'id': 43460806, 'body': 'Hi Kak, terima kasih untuk ulasannya. Kami akan terus meningkatkan pelayanan agar Kakak nyaman & aman transaksi di DANA. Terus dukung dan gunakan DANA sebagai dompet digital kamu yah Kak. Kami akan lebih termotivasi nih jika mendapatkan bintang 5 dari kakak. Jika ada kendala bisa hub kami melalui DIANA di app DANA mu ya. Thanks -SM-', 'modified': '2024-04-23T10:46:48Z'}"
2024-04-23 19:07:25,Di ip12 ios terbaru gabisa jalan appnya tolong dev dana di update lgi,2,False,Gabisa berjalan,MeGxus,"{'id': 43496290, 'body': 'Hi Kak, mohon maaf atas ketidaknyamanannya. Terkait keluhan saat mengakses akun DANA, yuk lakukan langkah berikut:\na. Kill Apps/Clear Cache aplikasi DANA\nb. Update aplikasi DANA ke versi terbaru\nc. Restart device\nd. Pastikan jaringan stabil\ne. Silakan ganti ke jaringan lain (Wifi atau seluler)\nf. Nonaktifkan VPN\ng. Coba layanan secara berkala\nThanks -NA-', 'modified': '2024-04-24T22:41:29Z'}"
2024-04-23 17:55:17,Kok akun ku gak bisa dana premium ? Gagal mulu mau upgrade,1,False,Dana Premium,Vivian Jorda,"{'id': 43496332, 'body': 'Hi Kak, kami mengerti keluhan yang kakak alami. Terkait pengajuan premium yuk hubungi layanan Asisten Digital kami, caranya:\n1. Buka aplikasi DANA\n2. Masuk ke menu Me/Saya (Lihat sebelah kanan pojok bawah)\n3. Klik notifikasi ""Alasan Gagal/Reason Failed""\n4. Klik menu ""CHAT""\nThanks -NA-', 'modified': '2024-04-24T22:45:44Z'}"
2024-04-23 13:14:46,"bahaya banget apk dana ini. berhasil top up dr mbnking tp saldonya ga masuk2 😭 kalau alasan nya karna jaringan, saya bukan di plosok. bukan masalah nominal nya, tp kan rasa percaya org jadi berkurang sama apk ini",1,False,sudah top up tp saldonya ga masuk2,anakkoskosan,"{'id': 43496324, 'body': ""Hi Kak, mohon maaf atas ketidaknyamanannya. Agar keluhan kamu dapat kami bantu, mohon untuk dapat mengakses DIANA (asisten digital DANA) melalui halaman 'Me/Saya' pada aplikasi DANA. Terima kasih -NA-"", 'modified': '2024-04-24T22:44:57Z'}"
2024-04-23 09:55:29,"lgi mau tf saldo di suruh ke dana premium di tunggu"" nda bisa"" pdhal lgi urgent nih aplikasi sumpah ga jelassss",1,False,aplikasi gajelas,pppokdjjanjajd,"{'id': 43491024, 'body': 'Hi Kak @pppokdjjanjajd, mengenai kendala upgrade premium, biasanya terjadi karena foto wajah yg terdaftar tdk sesuai dgn pemilik KTP atau lainnya. Agar keluhanmu segera ditangani, yuk hub asisten digital kami dgn cara:\n1. Buka aplikasi DANA, masuk ke menu Me/Saya\n2. Klik notifikasi ""Alasan Gagal/Reason Failed""\n3. Klik menu ""CHAT""\nThx -NL-', 'modified': '2024-04-24T15:34:48Z'}"
2024-04-23 09:23:26,"udh berbulan"" buat laporan ke pihak dana buat memulihkan akun yang di tangguhkan,bolak balek di suru nunggu udh di janjikan waktu eh ngulur waktu lagi terakir capek nunggu gk bisa juga di pulihkan akunya kan aneh",1,False,kocak sikit gk ngaruh ya min?,pelangganmu min,"{'id': 43491297, 'body': 'Hi Kak@pelangganmu min, maaf udah bikin Kakak kecewa. Terkait keluhanmu mengenai akun di tangguhkan jika Kakak sudah buat laporan di DIANA, yuk infoin nomor laporan kamu di DM sosmed resmi kami biar bisa kami bantu cek\nInstagram: @dana.id (http://dana.id/) (http://dana.id/) (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)', 'modified': '2024-04-24T15:49:53Z'}"
2024-04-23 08:06:05,Terakhir donlot sblm yg versi skrg Danaku fc terus. Ngabisin kuota aja,1,False,Iphone 6 mental,Nha Shu Rye,"{'id': 43491420, 'body': 'Hi Kak, Mohon maaf atas ketidaknyamanannya. Terkait keluhan saat mengakses akun DANA, silakan lakukan langkah berikut:\xa0\na. Kill Apps/Clear Cache aplikasi DANA\nb. Update aplikasi DANA ke versi terbaru\nc. Restart device\nd. Pastikan kuota internet mencukupi dan jaringan stabil\ne. Coba layanan secara berkala\nThanks. -TA-', 'modified': '2024-04-24T15:54:39Z'}"
2024-04-23 05:27:15,Dari pihak dana juga blm bisa membantu,1,False,Hati hati pakai dana punyaku bisa kena hack,fahhhrulll,"{'id': 43491384, 'body': 'Hi Kak, maaf atas ketidaknyamanannya. Terkait kendala yg kamu alami, apabila sudah membuat laporan, yuk infoin no laporan kamu di sosial media resmi kami yaitu:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -TA-', 'modified': '2024-04-24T15:53:13Z'}"
2024-04-23 04:30:14,Kenapa Nana sya pencuri digital,1,False,Dana,ssuvf,"{'id': 43491451, 'body': 'Hi Kak ssuvf, Kami paham yg apa yg kakak rasakan. Kami informasikan DANA tidak pernah mengambil saldo pengguna DANA ya kak. DANA terjamin keamanannya karena diawasi langsung oleh Bank Indonesia dan Kominfo. Kami infokan juga saldo DANA bisa hilang karna memberikan PIN/Kode OTP & klik link yg tidak dikenal(1)', 'modified': '2024-04-24T15:56:09Z'}"
2024-04-23 03:16:37,saya top up dr btn ke dana tp saldo dana tidak bertambag dan saldo bank uda berkurang!!!,1,False,saldo tidak bertambah,ilh4m123,"{'id': 43476169, 'body': 'Hi Kak, maaf ya atas kekhawatirannya. Untuk keluhan top up kakak pastikan no tujuan udh sesuai ya kak, yuk hub DIANA, caranya:\n1. Buka apps DANA\u200b\n2. Masuk ke menu Me/Saya\u200b\n3. Klik ""DIANA siap membantu""\nThanks -AV-', 'modified': '2024-04-24T06:12:56Z'}"
2024-04-22 13:20:28,"saya sih belum pernah kehilangan uang di dana,tapi sodara gua pernah,gimana pihak dana harus perketat dong ke amanan nya,kan kasian kalo ilang",3,False,kasus uang hilang,aaabbbuuooo,"{'id': 43470035, 'body': 'Untuk menghindari penyalahgunaan akun DANA dan transaksi yang tidak dikenal, silakan melakukan reset PIN secara mandiri melalui aplikasi DANA. Kami sarankan agar lebih berhati-hati terhadap modus penipuan yg marak terjadi jgn memberikan PIN/OTP ke pihak lain atau tidak klik tautan yang mencurigakan. Tks -UH- (2)', 'modified': '2024-04-23T20:03:27Z'}"
2024-04-22 11:41:33,Saya top up saldo dana tapi saldo dana saya tidak bertambah,1,False,Top up saldo tidak masuk,zul grind,"{'id': 43469125, 'body': 'Hi Kak, maaf sudah buat kamu kecewa. Untuk keluhan yang kamu alami, seharusnya transaksi top up bersifat real time ya Kak. Namun jangan khawatir, untuk menindaklanjuti kamu bisa hub Asisten Digital DIANA melalui menu ""Me/Saya"" di apk DANA. Jika sudah membuat pelaporan, kamu bisa menunggu update infonya di nomor pelaporan kamu ya. Thanks -FA-', 'modified': '2024-04-23T19:06:41Z'}"
2024-04-22 08:47:04,"Tolong ya pihak dana untuk penanganan laporan pergantian nmr dana yg nmr nya sudah tidak aktif dipercepat,,, saya sangat kecewa karena udah 1 minggu belum ada tindakan apapun dari pihak dana,, kirim dm di fb sama email pun sangat lama untuk reply nya !!!",1,False,Pergantian nmr dana,Sydfaisal,"{'id': 43469876, 'body': 'Hi Kak, mohon maaf atas ketidaknyamanannya. Terkait keluhan pergantian nomor pada akun DANA yang kamu alami, apabila sdh buat laporan, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (http://dana.id/) (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -HN', 'modified': '2024-04-23T19:56:24Z'}"
2024-04-22 08:37:44,"Sudah foto ktp dan selfie sesuai keterangan disuruh coba lagi, saat melakukan yang ke dua kali malah ga bisa di pencet",1,False,TIDAK BISA PREMIUM,Nabilaaaaaaaaaa,"{'id': 43469397, 'body': 'Hi Kak, mohon maaf atas ketidaknyamanannya. Terkait keluhan kamu, silakan mencoba cara berikut:\na. Kill Apps/Clear Cache aplikasi DANA\nb. Update aplikasi DANA ke versi terbaru\nc. Restart device\nd. Pastikan jaringan stabil\ne. Silakan ganti ke jaringan lain (Wifi atau seluler)\nf. Nonaktifkan VPN\ng. Coba layanan secara berkala\nThanks -HN-', 'modified': '2024-04-23T19:19:03Z'}"
2024-04-22 02:09:50,ini gmn sih mau isi shope pay ga bisa mulu krn terjadi kesalahan pada sistem kami gitu mulu pas isi shope pay,2,False,dana,ryvn•,"{'id': 43458945, 'body': 'Jika setelah melakukan langkah yang kami berikan, tetapi Kakak masih mengalami kendala, silakan hubungi kami kembali ya Kak. Kami pasti akan bantu keluhanmu. Thanks -EF- (2)', 'modified': '2024-04-23T09:53:32Z'}"
2024-04-22 06:12:33,Tolong orderan di percepat,1,False,Lambat,Erlinten,"{'id': 43460759, 'body': 'Hi Kak, kami paham nih akan kendalamu. Terkait keluhan orderan, yuk hub kami, caranya:\n1. Buka aplikasi DANA\n2. Masuk ke menu ""Activity/Aktivitas""\n3. Klik transaksi yang ingin dikeluhkan\n4. Pada bagian bawah, klik ""CHAT DIANA UNTUK BANTUAN""\nSupaya bisa kami bantu lebih lanjut. Thanks -SM-', 'modified': '2024-04-23T10:44:26Z'}"
2024-04-22 03:02:56,Isi saldo belum herambah tapi pas cek mutasi rek saldo saya sudah terpotong,1,False,Apk jelek,Meria nurul,"{'id': 43458850, 'body': 'Hi Kak, maaf udah bikin ga nyaman. Terkait keluhan top up saldo DANA yang belum diterima, pastikan bukti top up sudah sukses dri sumber top up ya Kak, saldo kamu pasti aman kok, utk keluhan kamu hub Asisten Digital DIANA Caranya:\n1. Buka apps DANA\u200b\n2. Masuk ke menu Me/Saya\u200b\n3. Klik ""DIANA siap membantu""\nThanks -AE-', 'modified': '2024-04-23T09:51:46Z'}"
2024-04-22 02:13:41,"saya bakal kasih bintang 5 kalau uang saya balik lagi. Uang saya hilang berjuta"" disini karena nyesel dana tidak aman",1,False,Dana tidak ojk,Hdgeydn,"{'id': 43461002, 'body': 'Hi Kak, Jgn khawatir ya, DANA aman nih krn kami diawasi oleh BI. Terkait keluhan Kakak, sebelumnya udh membuat laporan di DANA belum? Kalau belum, yuk hub DIANA di menu Aktivitas/Activity, pilih transaksi yg mau dilaporkan, klik menu CHAT. Supaya kami bantu lebih lanjut keluhanmu. Thanks -SM-', 'modified': '2024-04-23T10:53:50Z'}"
2024-04-21 22:30:53,"Aplikasi yg lag minta ampun  
Devis ip x masa mau transaksi harus kluar masuk setiap sampe menu masukan sandi muter2 aj  
Sinyal aman dan devis aman    Aplikasi nya berat banget kyak bawa meteor",1,False,Lelet  cs juga seperti bot computer goblok ny,Telo godok 31232,"{'id': 43460881, 'body': 'Hi Kak, maaf ya udah bikin kamu gak nyaman. Terkait keluhan saat mengakses DANA, yuk lakukan langkah berikut:\n1. Clear Cache APP DANA\n2. Update aplikasi\n3. Nonaktifkan VPN jika sedang terhubung\n4. Coba layanan secara berkala\nThanks -SM-', 'modified': '2024-04-23T10:49:31Z'}"
2024-04-21 20:19:24,"Kirim dana ke etoll pending tidak bisa update saldo dan uang cuma dilembalikan satu kali transaksi padahal yang pending 2 transaksi, sudah chat ke bagian bantuan tapi tidak ada solusi dan uang tidak kembali adanya cuma chat otomatis sama bot tidak ada chat live dengan operator manusia!!!",1,False,"Tidak bisa dipercaya dan tidak tanggungjawab, menyusahkan sekali",toto tatag tutug,"{'id': 43443058, 'body': 'Hi Kak, mhn maaf ya atas kendalanya. Terkait keluhan yg kamu alami, apabila sdh buat laporan, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -DN-', 'modified': '2024-04-23T00:59:15Z'}"
2024-04-21 15:39:18,Sangat membantu pokok nya bakal langganan dech,5,False,Pula/data,lai siuce,"{'id': 43442512, 'body': ""Hi Teman DANA, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Info lanjut, hubungi Customer Care kami melalui halaman 'Me/Saya' (DIANA) di apps DANA kamu. Thanks -HN-"", 'modified': '2024-04-23T00:21:45Z'}"
2024-04-21 14:16:34,Transaksi dengan dana sangat mudah dan cepat,5,False,Puas,chairls,"{'id': 43442340, 'body': ""Hi Teman DANA, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Info lanjut, hubungi Customer Care kami melalui halaman 'Me/Saya' (DIANA) di apps DANA kamu. Thanks -HN-"", 'modified': '2024-04-23T00:17:49Z'}"
