date,username,review,rating
2021-03-07 22:34:10,joeeeee harris,Dih najis kalau mau membayar kasih notif apa kek ini apa main bayar sendiri aja hilang duit gua goblok tiba” aja berlangganan apple music goblok banget dah,1
2019-10-08 15:57:08,synori,"sudah 2hr TOPUP dana blm masuk saldo, makin kesini makin mencret, email cs nya lama pisan",5
2020-08-19 04:32:41,jadoel14,"Beli pulsa 2 kali yang masuk cuma satu, lagi buru” ditelpin disuruh nunggu doang. Bug atau emang error dari dana nya. Sangat buruk 👎🏿",1
2021-11-03 14:07:55,zein marsall,"Klaim via email & WA sudah..
di lengkapi dengan Bukti2 otentik sudah..
Di tunggu berhari2 Uang belum di kembalikan..
Janji 3x24 jam saldo kembali, fakta nya di suruh tunggu 7 hari kerja.

Jadi Horor begini sih ini aplikasi !!",1
2019-10-05 09:21:27,Call me By,"‪tiap transaksi gak dapat promo apapun Lagi.
‪Payah betul. Transaksi normal, gak dapat Token dan benefit voucher pulsa. Voucher sebelumnya HANGUS karna gak bisa di gunakan.
Admin slow respon dan tidak ada jalan keluar.
Hanya suruh nunggu sampai akun normal.
Apa-apa an itu, udah seminggu lebih.",1
2019-10-07 04:19:36,monic karunia,Aplikasi ga jelas di ulasan sudah banyak menipu custumer tarik saldo di aplikasi notifnya sudah kembali tp direkening belum masuk respon dari cs nya juga lama apus aja ni aplikasi pembohongan publik,1
2022-01-20 03:20:47,Darz75,"Pelayananya Lambat dan GOBLOK apa lagi admin WA,kita tunggu lama dia chat skalinya dia bales pengen cepet di respon,1 mnit ga dibales tiba2 tiket udah di close aja GOBLOK dah pokoknya",1
2021-10-01 08:32:42,eatandcapture,"One of the worst Customer Care Experience ever.

1. Whatsapp Customer Care tidak pernah ada response. Tidak berguna. Hanya auto reply untuk kirim email. 

2. Telepon CS sangat susah untuk dihubungi, menyedot banyak pulsa, bertele-tele dan tidak dapat memberikan penyelesaian.

3. Dokumen yang diminta selalu berulang-ulang, dengan CS yang berbeda-beda. Case tidak pernah terselesaikan. Dokumen yang diminta semakin aneh dan mengganggu privasi. Verifikasi akun sudah seperti pengajuan pinjaman online illegal. Sangat sangat disesalkan. 

Semoga dana bisa survive dan menjadi lebih baik. Inget, era digital customer care sangat diperlukan karena kantor fisik sudah tidak ada. Mohon dengan sangat, dapat dan harus diperbaiki. 

Terima kasih",1
2021-06-04 13:00:05,komangpuspa,"Udah hampir 1 tahun make dana, baru kali ini kecewa . Trf ke bank statusnya menunggu dari kemaren",1
2021-12-19 05:10:55,Aris Sulistyo,"Hati-hati pengguna Apple, metode pembayaran menggunakan Aplikasi ini. Transaksi apple servis gagal tetapi saldo terpotong. Jangan banyak-banyak menyimpan saldo anda di aplikasi ini, Bahaya. CS tidak responsif",1
2019-11-28 06:18:52,Joselinejoe,Sangat mengecewakan. Top up sudah berhasil tp uang tidak masuk ke dana. padahal di rekening sudah terpotong. Menghubungi CS tidak ada solusi. Diminta untuk menunggu 7-14 hari. Ditanya mengenai alasan dana yg tidak masuk pun tidak dapat menjawab.,1
2021-10-17 12:58:28,novita sulimar,"Sejak di update tidak dapat di buka lagi 
Udh top Up 200 ribu tp aplikasi tidk dpt di buka",1
2020-11-17 08:15:00,Chevalierize,"Saya udah capek capek attached foto ktp lah, foto kartu keluarga lah, video ini lah, screenshot itu lah untuk dibantuin verifikasi dana premium. Tapi nihil hasilnya. Emangnya salah saya kalo ktp saya burem? Salahin disdukcapil!",1
2021-10-11 04:40:23,agus wiadnyana,Ga ngerti lagi banyak errornya masa dibuka ga bisa?,1
2021-03-12 01:18:29,ReyGee11,"Asal nerima laporan palsu , dah 3 kali di fitnah sampe di beku ☺️ terakhir inimah dah gak lagi aku semoga hancur aja ratingnya",1
2020-12-07 11:51:59,ELFjjang!!,"Berkali2 koneksi Dana sama Itunes sering error padahal subscription gak pernah gak bayar, saldo udah dilebih2in sebelum di-cut.. Eh masih aja sering failed mendadak. Kalo Dana emang gak siap buat pertneran sama Apple tuh gak usah sok2an la~",1
2020-12-02 14:18:27,aesdeefgehajekael,"Jika ingin membayar aplikasi harus upgrade ke akun premium dulu, sangat rubet dan tidak inconvenient",1
2020-10-07 23:56:42,wgnabd,Versi terbaru stuck di menu awal ga bisa di pakek,5
2021-10-01 08:42:33,eeeliayana,"Top up dana sudah lebih dari 1 hari tidak masuk juga, responnya lama sekali. Selalu di lempar ke email tapi di email pun tidak langsung di respon. Hanya boot yg respon",1
2019-11-11 03:42:09,Awingdarwin,Manteb deh apalagi saya nasabah NIAGA sejak lama,5
2024-03-10 03:28:13,anamkdk,Kok tiba tiba akun saya di tanguhkan ya ?,4
2022-06-13 00:38:51,zikri zulfiandi,"saya saat kecewa sama aplikasi dana , saya udah top up lewat mbca dengan mentransfer , dan di saldo d bca saya pun sudah berkurang dan transfer sayapun ke dana di nyatakan berhasil/sukses , kendalanya kanapa saldo di dana saya nggk bertambah atau belum masuk ???
saya bikin laporan ke pusat bantuan dengan berbagai pilihan laporan , di proses melulu dari kemaren ,  sampai detik ini nggk masuk2 saldo ke dana saya ,,, saya sangaaat kecewa ,,",1
2021-01-20 12:53:13,quwwry,"Kenapa susah sekali untuk memverifikasi email saya? Sudah puluhan kali saya klik pilihan utk mengirimkan langkah memverifikasinya tetapi tidak terkirim ke email saya..

Mohon perhatiannya dari pihak dana, dg kondisi seperti ini saya tidak leluasa menggunakan hp ini kr harus tersingkronisasi dg aplikasi ini

Kenapa ya apple bisa bekerjasama dg aplikasi yg blm mateng gini",1
2020-05-06 07:31:47,wilsmulder,"Steps to change phone number is not simple, imis not as simple as another ewallet. It cost me some effort, so i didnt do it",1
2023-05-16 07:54:08,Maryam Thalib,KALAU GA MAU BALIKIN UANGNYA GA USAH BILANG “TUNGGU KAMI FOLLOW UP YA KAK” BILANG AJA “OH GA BISA KAK UANGNYA SUDAH KAMI TILEP” GITU LEBIH JELAS. KAPOK TOP UP DI APLIKASI INI. SAYA KIRA KALAU UANGNYA TIDAK MASUK SECARA OTOMATIS KEMBALI. TAPI TERNYATA TIDAK. PADAHAL DI APLIKASI LAIN SEPERTI ITU. CUMA APLIKASI INI AJA NILEP NILEP SALDO.,1
2021-11-03 10:32:36,"pelase,help me!!","Dana memotong uang di paylater untuk membayar aplikasi jadi premium tanpa persetujuan saya, saya kehilangan uang hampir 800k . Tolong ganti uang saya",1
2021-10-05 03:14:16,vidadari,Buat apa gunanya ada layanan chat tapi gabisa dihubungi. Mau ganti nomor ponsel susah banget. Kesel,1
2021-09-19 04:52:39,bilongs,"Tbtb ada tagihan dr dana paylater yang saya sendiri ga pernah pakai. Tagihannya gila pula. Bsa sampai ratusan ribu.
Mending hapus deh layanan paylater bareng akulaku. Gak berguna. Ngebug doang. Saya yg gak pernah pake aja tbtb ada tagihan.",1
2021-03-10 14:49:09,kabellss,"Topup saldo udah dari sore sampe sekarang dana tidak masuk masuk juga sampai sekarang sudah komplain berkali-kali belom ada responnya juga 
Bikin kecewa dana kali ini 
Orang lagi butuh dana malah begini 
Saya butuh saldonya sekarang buat bayar keperluan malah tidak masuk-masuk 
Tolong lah kerjasamanya ini",1
2024-03-11 01:58:49,Junno008,gak berani simpan bnyak2 di DANA. Ada 10k aja langsng saya tf ke bank lain. Soalnya udah bnyak kasus UANG HILANG DI DANA,3
2019-10-08 13:53:32,NonnyLeonhart,"Gue top up belom masuk sampe sekarang, biasanya pas transaksi di mbanking sukses langsung ada notif ye tapi ini diem membisu aja nih aplikasi. Gue telpon ke CS sibuk mulu, gue DM ke instagram ga dibales, gue email dijawab ama robot. Ga bakal gue ubah nih rating sampe duit gue balik. Kalo ada rating 0 bakal dengan senang hati gue pencet sampe seratus kali kalo bisa.",1
2019-09-30 03:23:19,kepercayaan,Tolong dong admin dana di cek lgi aplikasinya karna di promo ada keterangan cash back tapi setiap teransaksi saya tidak pernah mendapatkan cash back nya atau promo2 lain nya,1
2019-09-28 15:37:19,berakk,"Sering ada promo dan vocher pulsa tapi gapernah kepotong tuh , ttep aja normal!!",1
2019-10-09 02:18:28,alicianovena,"Aplikasi terprah. Sekarang tidak pernah dapat cashback atau voucher sesuai yang dijanjikan. Complain di bilang 2 no di 1 device pdhl ga ada, lalu ga bisa tunjukin. Setiap email jawabannya cuma copy paste. Sangat parah!!!!",1
2019-10-05 13:37:40,Deravn,"Mau verifikasi akun kan katanya biar premium. Step 1 foto KTP, okay lancar. Step 2 foto selfie, hitungan beberapa detik ga ngapa2in moto sendiri foto blur, trus ga bisa back / retake foto. Giliran teken back malah keluar pop up bilang kalau submit tanpa KK bisa kena review (lebih lama waktu untuk upgradenya), tp buttonnya highlight submit yg kirain submit KK ternyata submit datanya. Copy button dan info pop upnya misleading, jadi keteken “submit”, malah submit tanpa KK. Agak kesel ya, sampe gajadi beli makan pakai Dana krn sebel.",1
2024-04-17 15:02:40,Umkm lokal,"Hati2 pakai Dana dan Mytelkomsel, beli kuota roaming 150rb lewat mytelkomsel bayar pakai dana, Hilang begitu aja uang 150rb, telkomsel bilang uang gk terima, pdhl pakai aplikasi mytelkomsel dan status berhasil. Pihak telkomsel lempar tanggung jawab suruh cek ke Dana, tp Cek di Dana transaksi berhasil. Uang sudah dipotong. Uang hasil keringat hilang begitu saja sama 2 perusahaan besar ini. Malu gk ambil uang sama rakyat kecil.",1
2024-04-04 06:41:33,Korbannnnmm,"Jujur mending ga usah pake Dana, ni aplikasi bener bener ga aman, ketika ada transaksi yang mencurigakan (transfer ke orang padahal aku gaada kirim ke siapapun, tiba tiba uang jadi 0 ) udah buat laporan kita tunggu eh malah katanya itu transaksi udah bener udah sesuai ama apalah, hadeh dana protection itu cuma embel embel aja biar masih pada pake Dana.",1
2024-03-09 19:05:15,Dhimas01,"Tolong dong di balessss ya allah, akun saya di tangguhkan padahal gada nipu sama sekali.",5
2024-03-09 21:05:23,Syaiful ulum,Gajelas laporan lewat email udh berbulan bulan ga di respon udh ngirim sesuai yang diminta lewat cs nya email ga di respon mana dana premium lagi itu yang ke hack,2
2023-11-25 17:33:58,Mhd adiyanto,Sangat membantu dalam transfer kemanapun,5
2024-02-25 17:55:46,Svikaycrew,Transaksi gagal 2x awalnya kirain saldo kurang atau bug. Eh di topup masih aja gabisa gataunya transaksi udah kepotong 43 rb. Walaupun nominal kecil tapi kecewa bukan main sama ini aplikasi udah gitu sering keluar sendiri akun nya,1
2024-02-25 16:45:19,Alatif12,Ini gmna cerita duit bisa ilang gitu aja 500 ribu tlp cs nya gk jeles lewat diana jawab nya gk danta,1
2024-02-25 06:48:43,Piaong,"Gak ada custumer service, diana yg buat cht bantuan juga gak guna. Tiba2 ada transaksi yg gua bukan gua ngelakuinnya malah suruh lapor polisi sendiri. Uang gua udah abis taro di dana gak ada kebijakan apapun dari pihak dana. Jgn deh sekali kali pake apk ini. Gua langsung tutup akun!",1
2024-02-24 21:08:49,andiniaalv,pengaduan sudah 1 bulan tapi sampai sekarang gak ada tindak lanjut. semua karyawannya makan duit haram.,1
2024-02-24 15:19:12,riza yunan,"saldo lenyap karena bukan transaksi saya, komplain gak pernah ada tindak lanjut, klo gak siap dengan keamanan siber gak usah latah bikin dompet digital segala.....",1
2024-02-19 13:45:04,arsy123999,Saldo saya terpotong dengan transaksi yang tidak pernah saya lakukan sampai lebih dari 3 kali!!,1
2024-02-19 13:28:30,aryantarial,"gampang di hack. securitynya kureng bgt. customer care/help centernya jg ga guna, yg bales bot terus hadeh.",1
2024-01-02 22:37:19,acengggg,Dana lemot banget tayik,1
2023-12-31 20:31:28,barongenge,"Aneh sekali app ini. Sebelum update gak ada masalah samasekali, setelah update malah terdeteksi jailbreak. Padahal iPhone yang saya gunakan tidak pernah melakukan jailbreak satau sejenisnya. Dan posisi iOS sudah yang paling baru. Padahal sedang ada keperluan untuk transaksi pakai app ini. Dan sekarang malah crash app nya gak bisa di sentuh trus Force Close sendiri. 

Tolong segera perbaiki!!!!",1
2023-12-28 06:27:51,nasabah_cimb,"Aplikasi Dana ini adalah aplikasi favorit para Penipu dunia maya. Tindak cyber crime, pemerasam, pengancaman, dan scam ujungnya adalah Pelaku meminta trf melalui Dana. Mengapa? KARNA DANA PRO DG PENIPU!!! Saya sudah 3x datang ke kantor pusat Dana di gatot subroto jaksel, membawa laporan BAP kepolisian atas kasus pemerasan yg saya alami, tapi nihil, pihak dana sama sekqli tdk mau membantu menginformasikan apakah uang saya msh ada di dana pelaku atau tdk dg alasan “data pribadi nasabah”. Tentu saja penipu senang dg aplikasi spt ini, semakin merajarela penggunaan aplikasi ini di komplotan penipu. Daripada membantu korban, perusahaan Dana lebih memihak kepada para penipu. Lihat saja hukum alam, aplikasi Dana akan segera menyusul kebangkrutan spt aplikasi2 fintect lainnya karna sdh sangat dzolim kepada korban2 penipuan.",1
2023-11-24 13:47:49,Rayhan Al Fajwah,beberapa kali diminta bantuan namun tidak membantu bahkan tidak memberi solusi,1
2023-11-10 08:46:26,Muhammad alwi nasrul,"CS tidak bisa memberikan solusi dengan permasalahan yang ada, baru-baru ini akun saya melakukan transaksi sendiri (terhack) namun beberapa kali sya konfirmasi pada CS dana sendiri tidak ada tanggung jawab terhadap transaksi itu walaupun ""transaksi itu berhasil"" namun sya tidak melakukan sama sekali transaksi tersbut, sampai ini tidak ada solusi dan sya tidak lagi menggunakan aplikasi dana, buat teman-teman pengguna aplilasi dana tetap berhati-hati, jangan sampai terjadi hal demikian, karena tidak ada solusi yang dapat di berikan oleh pihak aplikasi dana",1
2023-11-06 02:26:29,ilham alfirizi,"Duit gua di maling dana 6,8jt temen temen mnding jangan pakai dana lgi aplikasi nya gak aman gak jelas pula",1
2023-10-30 10:56:09,dityaaaaaaaa,dana di hack orang lain duit ilang semua,1
2023-10-25 08:47:41,welcometomobilelegend,Bagaimana bisa akun saya dipakai orang lain untuk bertransaksi??? Untung saja tidak ada saldo di dalam nya. Aneh nya lagi orang lain bisa top up sendiri dan bayar listrik nya menggunakan akun saya!!!,1
2023-10-21 18:22:14,Melvianas,"Tiba2 ada tagihan dana paylater padahal ga make sama sekali,chat layanan service nya juga gajelas bangett. Yang mau pake dana pikir panjang deh dari pada uangny pada ilang dan tiba2 jadi punya tagihan utang.padahal ga ngutang.kesel banget sumpah!!!!",1
2023-10-18 10:22:15,FFAAAAA2424,"jelek banget untuk CSnya, lelet. ketika ada laporan penipuan malah lama di cs, ngga ada live chat juga. pantes banyak digunain penipu, karna mereka tau celahnya di dana itu CSnya payah",1
2023-03-02 03:24:16,herubsanjaya,"Aplikasi dana sangat rentan pencurian data nasabah sehingga saya sangat ragu melakukan transaksi lagi di aplikasi ini, pada tanggal 27 februari 2023 pukul 05.05 saya melakukan transaksi pembelian token listrik sebesar 500ribu dan sampai sekarang nomor token belum saya terima dan ada banyak pihak yang tidak bertanggung jawab mencoba untuk meretas akun saya melalui telfon sedangkan nomor telfon yang saya terima itu dari nomor akun resmi dana. Mereka bisa masuk menerobos celah keamanan aplikasi dana dengan sempurna dan saya di minta untuk me re-login dengan meng klik tautan yang di kirim melalui whatssapp, hati2 para pengguna dana",5
2023-10-14 15:23:46,Darevx,"Pantas banyak yg ketipu dengan CS palsu, orang CS nya gak responsif dan tidak follow up berhari2 sampai berminggu. Kanal pengaduan hanya via chat di aplikasi pula. Gak rekomendasi sih pakai DANA. 
Takut banget uang hilang/transaksi gagal tapi gak ditangani dengan cepat.",1
2023-10-12 08:43:38,nick9779,"Pengalaman yang sangat buruk dilayani customer service bernama Bulan atau Wulan kurang jelas juga suaranya. Kalau kita sebel, marah, wajar karena sudah menyampaikan keluhan beberapa kali dan mengirimkan perayaratan yang ditentukan tapi tidak ada progress yang bagus. Tapi kalau customer care nya yang nyolot sama kita, perusahaan pelayanan dimana pun juga tidak bisa melakukan hal tersebut karena kesalahan service ada pada perusahaan bukan customer. 
Don’t use this apps. Useless and inefficient. Too complicated and the staffs are rude!",1
2023-09-18 10:00:51,Can111222,"Kenapa harus buat dana premium dulu biar bisa kirim ?
Ketika ktp error sulit terdeteksi kenapa ngga ada solusi lain buat proses selanjutnya, nomer ktp kan juga bisa itu juga ada deteksi selfie. Repot banget sih",1
2023-08-21 06:19:28,Ini Ari,"Mau pake transfer ga bisa harus upgrade ke premium, giliran update ke premium gagal terus di suruh chat ama bot ga menyelesailan masalah coba berkali.",1
2023-08-10 09:16:50,cipszz,Gak jelas bug lu mau nge sc bukti tf malah menunggu mulu anj,1
2023-06-28 05:02:02,vd djanmahd,"Transaksi pending berhari-hari, dana gak di kembalikan, TOLIL",1
2023-06-28 04:25:53,ryan.6969,woi kalo nuyul minimal ngotak lah anjing masa duit receh disembat juga padahal gak langganan apa2 babi lu,1
2023-06-24 10:47:56,benkxvvv,"Tolong dana kenapa gini bgt, mau pindah akun premium aja dipersulit, kapok pake nih app, uninstall aja deh bye",1
2023-06-11 02:14:18,gatau pusing ah,"bagaimana cara uang saya kembali dri dana goals krna dri tgl 9 juni smpai 11 juni tidak dapt saya tarik, mohon balas secepatnya",1
2023-05-23 14:16:55,Kontlo arab,"Taiii, Baru kali ini saya top up ga masuk, udah gitu cs ga ada membantu sama sekali, APK NGENTOD,",2
2023-05-23 14:04:32,wiidiiii,"parah banget dana error,di mbanking saya sudah berhasil top up tp di aplikasi dana nya gak masuk masukkk👎🏻👎🏻👎🏻👎🏻👎🏻",1
2023-05-22 03:24:23,Rujak bali,"Setiap transaksi top up nominal kecil 20.000 pasti dipotong 500 rupiah, pas di di cek di riwayat tidak ada keterangan transaksinya apa.",1
2023-05-07 03:58:52,Dana kampret0000,"Akun saya hilang tidak bisa masuk lagi sangat membagongkan tolong untuk pihak dana balikkan akun saya di situ ada uang saya 100 JT saldonya tolong pihak dana balikkan lgi dana saya😭😭😭😭 klau seandainya tidak ada itikad baik dari dana, mohon bagi pengguna dana tarik kembali uangnya saya sudah jadi korban ini😭😭😭",1
2023-05-04 03:09:03,arrrumy,"Sangat tidak recomend saya top up e money mandiri tol sebesar 200rb tidak masuk saldonya tapi saldo saya berkurang sejumlah transaksi 200rb,saya lapor tidak ada tanggapan dan tidak ada respon sama sekali,sangat tidak amanah !!!!!!!",1
2023-03-14 15:26:39,Randi Purnawan,Tiba2 akun saya tidak bisa melakukan pengiriman uang dgn keterangan aplikasi minta di perbarui padahal udah versi terbaru dan sekarang saya tidak bisa login dgn keterangan yg sama  udah tlpn CS namun belum juga di perbaiki kalau emang gak bisa diperbaiki kembaliin aja uang saya dan hapus aja akun dana saya udah gak butuh,1
2023-03-01 12:29:53,nangijan99,"Duit ketahan gabisa ditarik/tf lewat berbagai cara, upgrade premium juga gabisa, aduan lewat cs & admin ig ternyata bot sampah",1
2023-01-20 02:08:54,agus aja 12,Uang saya kepending 15 hari sampai sekarang nominal 9 juta,1
2022-10-28 21:02:54,jhony26,"Jujur ini memang kesalahan aku sebagai pengguna, aku pake qris dana buat belanja di alfamart, belanjanya udah kebayar tapi invalid, uang hilang belanjaan ga dapet, udah aku ajukan laporan ke cs dana berharap uangnya kembali, tapi responnya cs ga nyambung sama sekali, please tiap pengaduan itu ditangani dengan serius dan bukan auto message ya.",1
2022-07-23 15:45:49,@yoma,"Payah sih ini app. saya sudah berkali"" kirim email berahap pemuliahan dan perubahan no tlfn akun dana saya tapi respon nya tidak sesuai harapan saya. 2 Poin yg saya anggap adalah konyol dari respon pihak dana:

1. masih mengingat pin dana
2. Masih dapat login applikasi dana

1 Konyol nya adalah pertama kita istal app dana, itu mintanya no hp bukan pin dana yg diminta.
2. Buat apa saya kirim email klo saya dapat login kan begitu. 
Poin terakhir id kita sudah terdaftar terferikasi lalu kami sebagai user harus gimana gitu😩 

Mau buat akun dana baru sama saja gak bisa apa"" karena poin permasalahan ada di no tlfn dan id nya. Ini harusnya problem recovery nya ada gituloh.",1
2022-02-03 05:55:41,ariwiboww,"Kocak user makin banyak tapi server lemotnya minta ampun, makin kesini kebanyakan iklan, makin lemot juga",2
2022-06-15 03:26:08,16262hdhdhd,Saldonya terpotong sama transaksi yang tdk saya lakukan dan dana tdk bisa menghentikan transaksi tersebut,1
2022-06-14 04:28:41,nisamifta,"transfer ke bank malah gamasuk tapi saldo udah kepotong , chat cs katanya udah masuk disuruh check pas dicheck dimutasi gaada udah cetak rkeening koran juga gaada emang saldo yang masuk dikonfirmasi lagi dikasih jawaban yang sama. udah banyak korban make hastag bebascemas bebasdrama tapi bikin cemas banyak drama terus",1
2022-05-04 00:15:56,ismaakk,"Saya lupa pin, dan tidak bisa login.. Saya mengadu ke Cs lewat WA tpi ternyata WA dana sedang bermasalah sudah lama. Akhirnya saya melakukan aduan lewat email dan kualitas CS nya gak banget, slow respon, keliru dalam menangani aduan dan sepertinya kurang paham. 
Padahal saya sudah mengirim kelengkapan data hingga 2 kali namun arahnnya hanya di suruh restart? Padahal saya itu LUPA PIN!!",1
2022-04-01 05:41:46,Jrjurais,"jangan percaya uang kembali apabila hilang, call centernya aja susah di hubungi hahaha

kalo naro duit di dana jangan banyak banyak dah, karena kalo ilang ntar pihak dana nya gabakal respon, jangan percaya ""jaminan uang kembali""",1
2022-03-24 12:11:01,AnisKhoirunnisa,"DANA di iphone kenapa dehh sering banget tiba"" payment sndri padahal gak pernah beli beli bahkan di apk yang gk di download tau tau saldo kepotong parah bgt sih !!!  Tolong dong kalau pun emng ada pembelian setidak nya pengguna harus masukin kata sandi dulu gak main potong saldo seenak nya aja",1
2022-02-11 00:48:50,Jawhwuiwajba,"saya tidak ada melakukan transaksi apa” tiba tiba saldo saya dipotong tanpa sepengetahuan 
mohon responnya ya, refund uang saya
Terimakasih",1
2022-01-23 00:00:35,Dopellz,Jangan digunakan guys entar bermasalah nanti susah mending pakai yang lain aja masih banyak kok yang bagus 🙏,1
2022-01-22 00:01:34,Febtiyano,"Maaf nih akun saya sudah premium udah lama, karna bisa dipake bayar apapun dimana saja. TAPI syang banget sekarang sering error tiba2, SECARA TIBA2 APLIKASI CRASH/ERROR gabisa buat apa2 buat tf pun status akun tiba2 jadi belum premium. Jadi buat bayar/tf gabisa. Ini sangat menyusahkan sekali apalagi kejadian tadi saya mau bayar pake dana karna semua uang saya ada didana, eh malah crash error aplikasinya gabisa buat tf/bayar kemanapun. Alhasil saya malu sama kasir dan saya ijin ke atm terdekat untuk ambil uang. Apakah seperti itu yang kalian maksud kemudahan bayar apapun dimanapun? Sangat mengecewakan dan merepotkan. Kalau memang pengguna dana sudh banyak, tolong untuk sistem dan perbaikan dimaksimalkan lagi agar pelanggan tidak kecewa.",1
2022-01-21 16:03:41,ptsbr,"Ini app tolol, udh tf duit ke apk dana, malah saldo tetep 0, kapok pake dana!! 2x diginiin!! Penipuan atau gmn sih ini? Hobi bener tahan2 uang org",1
2022-01-21 06:30:23,xnnnkkk,"Ahhh payah udh saldo gw ada yg maling, sekarang akunnya malah dibekukan & syaratnya ribet bgt dilempar sana sini, udh pusing dibikin pusing payah",1
2021-12-19 09:42:59,Hi54saj0,"Aplikasi dana tidak bertanggung jawab

Dana ditahan berhari hari,. Di WA gak ada respon, hanyan robot WA bisnis yang jawab,. Alasannya selalu jangan buat laporan yang sama...",1
2021-12-03 11:18:40,Xena Pubgm Store,"Gini ya min 
Saya ini tiap jualan selalu menggunakan dana saat bertransaksi dan sudah berjalan 1 tahun lebih dan tidak pernah melakukan penipuan yang merugikan pengguna lainnya . Tapi hari ini saya sangat kecewa sama dana khususnya sistem beku dana. Akun saya dibekukan tanpa sebab. Saya menerima infomasi dari telegram grup jual beli . Ada oknum yang iseng membekukan akun orang ntah dengan metode apa. Jadi saya mohon lepaskan beku akun saya dan perbaiki sistem beku . Terima kasih",1
2021-12-02 13:21:56,hera2799,"Saya topup 3 kali ngk masuk.
1. 195.000
2. 195.000
3. 130.000
Ngk ada yg masuk di chat di wa dan email ngk ada kejelasan dana saya sy udah kirim bukti trf nya ngk ada respon",1
2021-12-02 11:25:48,TERSERAHMAUNYAAPA,"Gila sih sekelas applikasi DANA berani beraninya ngendapin dana nasabah, jangan pake ini applikasi!!!!! TRANSFER DARI BANK KE DANA UANG KALIAN BISA BISA ILANG MANA CUSTOMER SERVICENYA GAJELAS PAKE ROBOT!! Aneh",1
2021-12-02 10:31:27,dana bodoh,"Pelayaanan gitu aja,kalo nggak niat kerja kick aja member nya,kerja kok lemot,di proses di proses 24 jam disana ditulis 1 x 24 jam,atau nggak hpus aja aplikasi dana nya .saran dari gua kerja secara profesional",1
2021-12-02 01:59:48,pebbbi,Transfer saya 3x dah gagal di dana dgn no rek tujuan berbeda  dan ga ada pengembalian dana sama sekali. Padahal saya punya buktinya saat itu,1
2021-12-01 12:36:35,fahmi hamami,"Udah saldo saya main potong2 aja, ehh di tambah bekuin akun. Pas saya hubungi cs nya semua cs lalai banget. Sudah 4 hari saya menunggu perbaikan akun saya belum selesai juga.",1
2021-12-01 00:02:31,hajwhahsh,"Tolong AKTIFKAN AKUN SAYA KEMBALI, karena Keuangan saya masih ada di saldo DANA",1
2021-11-28 12:36:55,geenjakakaj,Akun dana saya dibekukan atas dasar apa.. saya hanya minta dibukakan akun dana saya malah jawaban terlalu berbelit-belit.. makan aja itu uang Rp 474.000,1
2021-11-13 07:41:44,andi.raffi PAMORSPPU 007,"Makhelai apenai wanaknaknai
 keduiualai wanaknaknai maklai
Lintanglaeee wankae sipau koh
 Ingklutlai sodiak maklai",5
2021-11-27 22:13:00,Anti Dana,Upgrade ke akun premium lainsusah karena udah ada akun premium. Harusnya satu ID card bisa upgrade ke premium lainnya,1
2021-11-26 19:12:06,joehahn99,"Layanan aduan terburuk selama pakai digital wallet, sempat salah isi tujuan untuk isi pulsa dan kondisi masih proses, pas batal transaksi ternyata transaksi masih diteruskan. Aduan jam 11 siang respons WA jam 14 siang dan baru tanggapan masalah jam 10.35👍",1
2021-11-26 02:25:59,wahyususanto,Uninstall call center tidak sopan,1
2021-11-23 12:21:18,Dutchman’s Pipe Cactus,"Account di block tanpa konfirmasi Saat mau digunakan baru sadar kalau di blokir Sudah di hubungi melalui wa, email dan telefon respon sangat lambat dan sangat ribet 
Telfon sepanjang hari tidak bisa tersambung dibilang sibuk
Wa hanya dijawab pakai auto text
Email hanyabdisuruh nunggu sampai tidak jelas kapan?
Tidak ada kepastian kapan account dapat aktif kembali Mohon diperbaiki terkait kualitas service ke konsumen
Jangan main blok account tanpa informasi!!",1
2021-11-20 18:18:37,Anna Kavinsky,Lambat bgt penanganannya hadeh hampir 2 bulan kaga solved mana spam bgt ga guna,1
2021-11-15 12:35:35,Dana gblok,Peepeek,1
2021-11-14 15:28:02,bliblidotcom,"Saya isi pulsa dengan nominal 100.000 pada hari Sabtu tanggal 13 November 2021 pukul 21.04. Sampai hari ini 14 November 2021 pulsa nya belum masuk, saya hanya di suruh menunggu. Nomor yg saya masukkan benar",1
2021-11-14 10:21:38,dleonard12,"pengalaman pribadi isi pulsa tanggal 10 nov 2021, terjadi error yang mana pulsa tersebut tidak pernah masuk dan sudah di cfm pihak provider, namun pihak dana selalu menyangkal dengan alasan transaksi berhasil !",1
2021-11-14 01:26:07,OSHFIE,"Kejadian ini sudah 2x…
Pertama saat Pembelian Token Listrik, Tokennya tidak kunjung dikirim setelah pembelian, pelaporan membutuhkan waktu lama baru di Proses… 
Kedua saat pembelian Pulsa, Pulsa ternyata tidak terkirim pdhal di History tertulis TRANSACTION SUCESS… Sudah dilapor dan belum ada Respon. 
SANGAT MERUGIKAN karena sudah tak bisa di Cancel lagi.
Tolong Segera di Tingkatkan Pelayanan,,,
Saya Pengguna Lama, dan DANA tidak seburuk ini sebelumnya….",1
2021-11-04 13:56:21,anthony hartono,"memang aplikasi yang buat mudah dan tidak mempersulit, tapi dana sering error uda begitu error pengiriman katanya dana otomatis refund sampai sekarang belum refund dari tanggal 15 okt di email juga gak ada balasan",5
